Xinjiang Uygur,Börtala Mongol,Xinjiang,boertaila
Xinjiang Uygur,Changji Hui
Xinjiang Uygur,Hami
Xinjiang Uygur,Ili Kazakh,Xinjiang,yili
Xinjiang Uygur,Karamay,
Xinjiang Uygur,Kashgar,Xinjiang,kashi
Xinjiang Uygur,Khotan,
Xinjiang Uygur,Kizilsu Kirghiz,Xinjiang,kezilesu
Xinjiang Uygur,Shihezi
Xinjiang Uygur,Tacheng
Xinjiang Uygur,Turfan,Xinjiang,tufan
Xinjiang Uygur,Ürümqi,Xinjiang,wulumuqi
Xizang,Chamdo
Xizang,Lhasa
Xizang,Nagchu
Xizang,Ngari
Xizang,Nyingtri
Xizang,Shannan
Xizang,Shigatse
Yunnan,Baoshan
Yunnan,Chuxiong Yi
Yunnan,Dali Bai
Yunnan,Dehong Dai and Jingpo
Yunnan,Dêqên Tibetan,Yunnan,Deqin
Yunnan,Honghe Hani and Yi
Yunnan,Kunming
Yunnan,Lijiang
Yunnan,Lincang
Yunnan,Nujiang Lisu
Yunnan,Pu'er
Yunnan,Qujing
Yunnan,Wenshan Zhuang and Miao
Yunnan,Xishuangbanna Dai,Yunnan,Jinghong
Yunnan,Yuxi
Yunnan,Zhaotong
Zhejiang,Hangzhou
Zhejiang,Huzhou
Zhejiang,Jiaxing
Zhejiang,Jinhua
Zhejiang,Lishui
Zhejiang,Ningbo
Zhejiang,Quzhou
Zhejiang,Shaoxing
Zhejiang,Taizhou
Zhejiang,Wenzhou
Zhejiang,Zhoushan
